Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
938,2023-08-26,CUST085,Male,47,Electronics,1,1000,1000
939,2023-04-19,CUST090,Male,55,Electronics,4,1000,4000
940,2023-02-01,CUST052,Female,21,Home,3,300,900
941,2023-05-12,CUST004,Female,20,Books,4,20,80
942,2023-12-08,CUST096,Male,25,Electronics,1,1000,1000
943,2023-05-27,CUST100,Female,39,Sports,5,200,1000
944,2023-03-06,CUST095,Male,20,Sports,2,200,400
945,2023-06-21,CUST071,Male,33,Beauty,4,50,200
946,2023-02-11,CUST083,Male,44,Electronics,1,1000,1000
947,2023-04-26,CUST057,Male,56,Sports,3,200,600
948,2023-11-29,CUST099,Male,32,Home,1,300,300
949,2023-12-20,CUST035,Female,41,Books,5,20,100
950,2023-06-27,CUST092,Female,29,Home,1,300,300
951,2023-09-04,CUST074,Male,48,Beauty,3,50,150
952,2023-01-26,CUST015,Male,33,Clothing,1,500,500
953,2023-03-26,CUST031,Female,36,Clothing,5,500,2500
954,2023-08-13,CUST035,Female,28,Clothing,4,500,2000
955,2023-01-21,CUST086,Male,50,Books,2,20,40
956,2023-07-19,CUST013,Female,21,Electronics,2,1000,2000
957,2023-12-05,CUST046,Male,53,Electronics,5,1000,5000
958,2023-09-23,CUST048,Male,36,Beauty,1,50,50
959,2023-01-20,CUST021,Female,26,Sports,2,200,400
960,2023-07-25,CUST042,Female,64,Clothing,3,500,1500
961,2023-05-07,CUST099,Female,49,Books,1,20,20
962,2023-11-24,CUST073,Female,31,Electronics,1,1000,1000
963,2023-08-10,CUST054,Male,43,Clothing,4,500,2000
964,2023-03-15,CUST046,Male,24,Clothing,1,500,500
965,2023-08-15,CUST016,Female,34,Books,2,20,40
966,2023-12-02,CUST034,Female,62,Beauty,4,50,200
967,2023-07-29,CUST012,Female,38,Electronics,2,1000,2000
968,2023-04-13,CUST066,Male,63,Sports,4,200,800
969,2023-08-31,CUST011,Female,35,Books,2,20,40
970,2023-06-11,CUST074,Male,55,Clothing,2,500,1000
971,2023-07-06,CUST051,Female,21,Books,3,20,60
972,2023-02-03,CUST093,Male,34,Clothing,5,500,2500
973,2023-03-27,CUST093,Male,64,Sports,2,200,400
974,2023-11-11,CUST045,Female,48,Books,3,20,60
975,2023-05-20,CUST094,Female,37,Home,5,300,1500
976,2023-01-04,CUST032,Female,59,Books,3,20,60
977,2023-06-09,CUST068,Female,42,Beauty,5,50,250
978,2023-04-09,CUST029,Male,25,Sports,4,200,800
979,2023-08-04,CUST078,Female,51,Sports,1,200,200
980,2023-04-14,CUST058,Male,25,Clothing,2,500,1000
981,2023-03-24,CUST065,Female,58,Books,2,20,40
982,2023-07-07,CUST085,Male,20,Clothing,2,500,1000
983,2023-09-06,CUST059,Female,62,Clothing,4,500,2000
984,2023-06-28,CUST016,Male,62,Sports,4,200,800
985,2023-05-29,CUST007,Female,37,Electronics,2,1000,2000
986,2023-06-13,CUST052,Male,26,Home,1,300,300
987,2023-10-08,CUST028,Female,26,Clothing,4,500,2000
988,2023-02-24,CUST045,Female,42,Electronics,2,1000,2000
989,2023-05-22,CUST002,Male,52,Clothing,4,500,2000
990,2023-12-16,CUST026,Male,33,Electronics,5,1000,5000
991,2023-07-13,CUST061,Female,48,Clothing,5,500,2500
992,2023-07-07,CUST053,Female,26,Clothing,3,500,1500
993,2023-08-23,CUST056,Male,50,Electronics,1,1000,1000
994,2023-12-07,CUST091,Female,55,Beauty,5,50,250
995,2023-06-30,CUST031,Male,61,Beauty,3,50,150
996,2023-05-04,CUST060,Male,57,Sports,5,200,1000
997,2023-10-04,CUST003,Female,18,Clothing,3,500,1500
998,2023-02-12,CUST074,Female,56,Beauty,5,50,250
999,2023-12-20,CUST024,Female,32,Books,4,20,80
1000,2023-04-01,CUST028,Female,22,Clothing,3,500,1500
